caption,image_path,aesthetic_score
The image depicts two individuals engaged in what appears to be a dramatic scene. One person dressed in a blue outfit seems to be in motion possibly falling or being pushed while the other individual wearing a yellow shirt is holding onto a rope appearing to assist or react to the situation. The setting suggests an indoor environment with wooden structures and a staircase in the background.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BadavaraBandhu/shot_01449/frame_00001.jpg,0
The person in the image appears to be a woman based on their attire and hairstyle. She has her head resting on her arms which are placed on a table suggesting she might be tired or deep in thought. The background includes some blurred objects and text but they are not the focus of the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Suntaragaali/shot_01475/frame_00001.jpg,0
Artificial. Long Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Indradhanush/shot_01394/frame_00001.jpg,0
The individuals in the image appear to be young men possibly participating in a group activity or performance. Their facial expressions seem focused and engaged suggesting they are concentrating on their task. Some are raising their hands which could indicate they are following instructions or participating in a coordinated movement.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OChinadana/shot_00954/frame_00001.jpg,0
The background appears to be outdoors possibly in a rural or natural setting given the blurred greenery and open space visible behind the two individuals. There are no distinct landmarks or buildings that can be identified in the background. In terms of composition the image features two individuals in the foreground one wearing a white shirt and the other wearing a plaid shirt. The person in the white shirt is facing the person in the plaid shirt suggesting an interaction between them. The background is out of focus which draws attention to the two individuals in the foreground. There are no vehicles objects or additional elements present in the image. The relationship between the foreground and background is such that the background provides context but does not distract from the main subjects in the foreground.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ChinnaGounder/shot_01067/frame_00004.jpg,0
The image depicts an Indian man and woman walking together in a park-like setting. The man appears to be leaning against a tree while the woman walks beside him looking towards something off-camera. In the background another person is seen carrying a bag and walking away from the camera.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SecondMarriageDotCom/shot_00867/frame_00001.jpg,0
The lighting condition in the image is natural as it appears to be daytime with sunlight illuminating the scene. The shot type is Over the Shoulder as the camera angle is positioned behind the driver looking towards the passenger.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Silsiilay/shot_00980/frame_00001.jpg,0
The lighting condition in the image appears to be natural as it seems to be taken during the day with sunlight illuminating the scene. The shot type is a Long Shot capturing a wide view of the group of people gathered outside a building.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MalayaliMamanuVanakkam/shot_00944/frame_00001.jpg,0
Yes the image has foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Himmatvar/shot_00451/frame_00003.jpg,0
The image features an Indian man in a black suit gesturing with his hand seemingly engaged in a conversation. Behind him stands another Indian man in a dark jacket and white shirt looking on attentively. To the right there is an Indian woman in a black leather outfit her hands on her hips appearing to listen intently.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Billa/shot_01700/frame_00001.jpg,0
artificial. Medium Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NammooraRaja/shot_01005/frame_00005.jpg,0
The lighting condition in the image appears to be low light. The shot type is a Medium Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/London Dreams/shot_00169/frame_00003.jpg,0
This image contains text. Hence invalid.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AanPaavam/shot_01745/frame_00005.jpg,0
The person in the image appears to be wearing a white shirt and a beige vest which could be indicative of casual attire commonly seen in India. The individual is also wearing blue jeans suggesting a blend of traditional and modern fashion elements. The setting includes a satellite dish which might hint at a contemporary urban environment. The overall attire does not strongly suggest a specific cuisine art form or dance style but the clothing does align with what one might expect to see in an Indian context.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/LondonDreams/shot_00412/frame_00002.jpg,0
The image appears to be an indoor setting possibly within a building or a room. The background is dark with a light-colored wall visible on the right side. The composition focuses on a person in the foreground who is wearing traditional attire and has a necklace. The lighting is dim creating a dramatic effect with shadows and highlights. There are no other significant elements or objects in the background and the relationship between the foreground and background is minimal due to the darkness surrounding the subject.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Prayanam/shot_00361/frame_00003.jpg,0
Yes there is foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MujheKucchKehnaHai/shot_01046/frame_00001.jpg,0
The background appears to be an indoor setting possibly a room in a house or a similar residential space. There are no visible landmarks or outdoor scenes. In terms of composition the foreground features two individuals one on the left wearing a light-colored shirt and the other on the right wearing a green and orange saree. The background includes a ceiling fan part of a door and some wall fixtures suggesting a domestic interior. There are no vehicles objects or additional elements that stand out prominently in the scene. The relationship between the foreground and background is straightforward with the individuals in the foreground and the room's interior details in the background.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/VeeduTheda/shot_00196/frame_00004.jpg,0
The image depicts a gathering where individuals are dressed in traditional and semi-formal attire indicative of an Indian cultural event. The cuisine appears to be served buffet-style with a chef in a white uniform suggesting a formal dining setup. The costumes include a variety of traditional Indian garments such as a kurta lehenga choli and dhoti along with modern Western-style clothing like suits and dresses. The colors range from vibrant reds and greens in the sarees to more subdued tones in the Western attire. The overall setting suggests a celebration possibly a wedding or a festive occasion with decorations that include floral arrangements and lights.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MarupadiyumOruKadhal/shot_01928/frame_00009.jpg,0
The background appears to be indoors possibly within a building with stained glass windows. The composition includes two individuals in the foreground one of whom is touching their face. The stained glass windows provide a colorful and somewhat decorative backdrop. There are no visible vehicles objects or other elements that suggest an outdoor setting or specific landmarks. The relationship between the foreground and background is clear with the individuals in the foreground and the stained glass windows in the background.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/RajaBabu/shot_00847/frame_00005.jpg,0
The two individuals appear to be engaged in a conversation standing on a road surrounded by greenery. The person on the left seems to be listening attentively while the person on the right appears to be speaking as indicated by their hand gestures. The setting suggests a casual outdoor interaction possibly in a rural area.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AkkaPakka/shot_01410/frame_00005.jpg,0
The image shows two individuals possibly an Indian man and woman walking together. The woman appears to have her hair tied back while the man's attire suggests he might be wearing traditional clothing. Their expressions are not clearly visible due to the angle and lighting of the photo.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AnaganagaOkaRoju/shot_00445/frame_00002.jpg,0
The lighting condition in the image appears to be natural as it seems to be taken outdoors during the day. The shot type is a Medium Shot focusing on a group of people standing together.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/JodiNo.1/shot_01826/frame_00003.jpg,0
The individuals in the image appear to be dressed in traditional Indian attire. The person on the left is wearing a white kurta with subtle embroidery while the person on the right is dressed in a light green patola saree with floral patterns. The individual in the center is wearing a simple white kurta. The setting suggests a domestic environment possibly reflecting Indian cultural values and traditions.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ShirinFarhadKiTohNikalPadi/shot_00654/frame_00003.jpg,0
The lighting condition appears to be artificial as the image has a blue tint that suggests a light source other than natural sunlight. The shot type is a Close Up focusing on the individuals in the foreground.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AasaiAasaiyai/shot_04031/frame_00001.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SardaarGabbarSingh/shot_00174/frame_00002.jpg,0
The lighting condition appears to be low light and the shot type is a Close Up.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Azhagesan/shot_02000/frame_00007.jpg,0
No the image does not have foreground blur. The focus appears to be on the person in the center of the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/JimmyGallu/shot_00259/frame_00003.jpg,0
The image appears to be taken indoors possibly in a room that resembles a workshop or a garage. The background features a brick wall which suggests an industrial or utilitarian setting. There is a table covered with various items including what looks like tools containers and possibly some equipment or materials. The lighting is dim creating a somewhat moody atmosphere. In terms of composition the foreground is dominated by the table and its contents while the background is defined by the brick wall. The relationship between the foreground and background is straightforward; the table and its items are in the foreground and the brick wall forms the backdrop. There are no visible vehicles people or other distinct landmarks in the image. The overall impression is one of a quiet possibly abandoned space with a focus on the objects on the table.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OChinadana/shot_01504/frame_00002.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AakasameHaddu/shot_01980/frame_00001.jpg,0
The lighting condition appears to be natural as it seems to be taken outdoors during the day. The shot type is a Close Up focusing on the person's face and hands.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AnuragaSangama/shot_00266/frame_00001.jpg,0
The image depicts a car driving on a road in a desert landscape. There are no cultural elements such as cuisine art dance costumes or clothing visible in the image. The background includes mountains and a clear sky but no specific cultural details can be inferred from this scene.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SoundaryameVarugaVaruga/shot_02388/frame_00002.jpg,0
Yes the image has foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Amaran/shot_01520/frame_00003.jpg,0
The person in the image appears to be an Indian man wearing a dark shirt and holding a phone to his ear suggesting he is engaged in a conversation. His facial expression seems focused and slightly concerned indicating that the call might be important or serious. In the background there is a blurred image of another person singing into a microphone which adds a layer of context to the scene possibly hinting at a performance or event related to music.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/UnnoduOruNaal/shot_00684/frame_00002.jpg,0
Yes the image has foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MeghaveMeghave/shot_01275/frame_00009.jpg,0
The background appears to be an outdoor setting likely a rural area with some greenery and possibly a dirt path. There are no visible landmarks such as buildings museums palaces castles parks gardens religious buildings monuments theme parks forts hospitals police stations markets offices roads railways airports or bridges in the image. The composition includes four individuals standing outdoors. The person in the center is gesturing with their hand while the others appear to be listening attentively. The foreground shows the individuals clearly with the background slightly blurred indicating a shallow depth of field. There are no vehicles or other objects in the image and the focus is on the interaction between the people.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OruKidayinKarunaiManu/shot_01422/frame_00005.jpg,0
The lighting condition appears to be artificial as the scene is indoors with controlled lighting. The shot type is a Medium Shot focusing on the person in uniform while including part of another individual's back in the frame.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Sevvel/shot_01634/frame_00009.jpg,0
The image depicts two individuals engaged in what appears to be an emotional interaction. The person on the left is wearing a pink garment that resembles a traditional Indian saree adorned with a necklace featuring a pendant. The individual on the right is dressed in a modern outfit which does not align with traditional Indian attire. The setting suggests a cultural context but without additional visual cues it's challenging to pinpoint specific cultural elements beyond the attire. The individuals appear to be of Indian descent based on their clothing and physical features.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BuddhaMarGaya/shot_00210/frame_00003.jpg,0
The image depicts an indoor scene featuring a person ascending a staircase. The background includes a wall with a framed picture hanging on it which appears to depict a landscape with figures. There is also a ceiling fan mounted on the wall above the person. The railing of the staircase has a decorative metal design. The overall composition suggests a domestic setting possibly a home or apartment. There are no vehicles landmarks or other significant elements in the background. The focus is primarily on the person and the staircase with the background serving as a simple unobtrusive setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PoovaThalaya/shot_01079/frame_00007.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PehliNazarKaPyaar/shot_01050/frame_00003.jpg,0
The image depicts four individuals dressed in traditional attire likely from an Indian cultural setting. The person on the far left appears to be wearing a golden outfit with intricate details suggesting a role of importance or royalty. The individual next to them is seated cross-legged adorned in dark blue and green garments possibly indicating a more modest or domestic role. The third person also seated wears a light-colored robe and seems to be engaged in conversation or listening attentively. The fourth person on the far right is dressed in a beige robe and is holding what looks like a piece of paper or a scroll perhaps indicating a scholarly or administrative role. The overall atmosphere suggests a scene of discussion or consultation within a traditional context.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SatiSavitri/shot_00707/frame_00009.jpg,0
The background appears to be an indoor setting possibly a room in a house or a similar domestic environment. There are shelves with various decorative items including what looks like figurines or small sculptures and a mirror reflecting part of the scene. The composition includes three individuals: two men and one woman. The man in the center is wearing a white shirt and dark pants while the other two are dressed in more casual attire. The woman on the right is wearing a traditional saree with a red and green pattern. The foreground shows these individuals and the background provides context for their location within the room. There are no vehicles landmarks or other significant objects visible in the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/VasanthaPoornima/shot_01240/frame_00002.jpg,0
The lighting condition appears to be natural as it seems to be an outdoor scene with sunlight. The shot type is a Medium Shot focusing on the man in the center of the frame.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Ravimama/shot_00892/frame_00002.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/TakkariDongaChakkaniChukka/shot_00643/frame_00001.jpg,0
No the image does not have foreground blur. The image appears to be in focus with no noticeable blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KanneManasulu/shot_00470/frame_00001.jpg,0
The background appears to be an outdoor setting with trees and a body of water suggesting a park or garden environment. The composition includes three individuals in the foreground one holding a white cloth or garment. There is a vehicle partially visible on the right side of the image indicating the presence of a road or parking area nearby. The relationship between the foreground and background is that the people and the vehicle are in the foreground while the trees and water form the background. The overall scene suggests a casual possibly rural or suburban location.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PoliceMatthuDada/shot_01757/frame_00003.jpg,0
Foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Periyanna/shot_02855/frame_00006.jpg,0
The image depicts two individuals in what appears to be an Indian setting. The person on the left is wearing a traditional Indian outfit which includes a kurta and a pagri commonly worn by men in India. The individual on the right is dressed in a striped shirt and a tie which is more typical of Western fashion. There is no visible cuisine art or dance elements in the image. The background suggests a residential area but the focus is on the clothing and cultural attire of the individuals.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/CollegeRanga/shot_00468/frame_00008.jpg,0
The person in the image appears to be an Indian man as suggested by the style of clothing and the overall appearance. His facial expression seems serious and contemplative with his gaze directed slightly downward. The lighting casts dramatic shadows on his face adding to the intensity of the moment.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Himmatvar/shot_01452/frame_00010.jpg,0
The image depicts an indoor setting. The person in the foreground is seated on a woven chair with a patterned design. The background includes decorative elements such as lattice-like structures which suggest a traditional or cultural setting. There are no visible vehicles buildings or other landmarks in the image. The composition focuses on the individual with the background serving as a subtle backdrop to emphasize the subject. The relationship between the foreground and background is that of a close-up shot where the person is the primary focus while the background provides context without drawing attention away from the main subject.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Snehithan/shot_00565/frame_00002.jpg,0
No the image does not have foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/EePattanathilBhootham/shot_01759/frame_00002.jpg,0
The lighting condition appears to be artificial as the scene is indoors with controlled lighting. The shot type is a Close Up.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AkkaPakka/shot_00398/frame_00005.jpg,0
The subject in the image appears to be wearing a traditional Indian outfit specifically a Lehenga Choli which is characterized by its vibrant colors and intricate designs. The warm golden lighting suggests a festive or celebratory atmosphere possibly related to an Indian festival such as Diwali. The attire and setting indicate that the person is likely Indian.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Mukkabaaz/shot_00508/frame_00002.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Sangrama/shot_00328/frame_00006.jpg,0
The image depicts two women seated at a table engaged in conversation. The woman on the left wearing a light blue top appears to be listening attentively while the woman on the right dressed in a pink saree seems to be speaking. The setting includes a decorative wall with a geometric pattern behind them adding a traditional touch to the scene.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OChinadana/shot_00170/frame_00003.jpg,0
The background appears to be an outdoor setting possibly a rural or traditional environment given the wooden structure and thatched roof visible in the upper part of the image. The composition suggests a close-up shot focusing on a person in the foreground with the background slightly blurred emphasizing the subject. There are no vehicles buildings or other distinct landmarks visible in the background. The foreground features a person wearing a white garment and the background includes natural elements like wood and thatch which could indicate a rustic or historical setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/RajathiRojakili/shot_01714/frame_00001.jpg,0
Yes there is foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BhootReturns/shot_00207/frame_00001.jpg,0
The image depicts two individuals dressed in formal attire suggesting a Western cultural context. The man is wearing a black tuxedo with a white shirt and bow tie while the woman is dressed in a black outfit with a white scarf draped around her neck. The setting appears to be an urban environment at night illuminated by artificial lighting. There are no clear indicators of specific cuisine art dance or traditional costumes that would suggest a particular cultural background beyond the Western formal wear.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Lajja/shot_00341/frame_00005.jpg,0
The person in the image appears to be an Indian woman dressed in traditional attire kneeling on the floor in front of a small altar. Her posture suggests she might be engaged in a form of prayer or meditation. The altar is adorned with various items including what looks like religious icons and offerings indicating a spiritual or devotional context.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MugilaMallige/shot_02375/frame_00003.jpg,0
The woman on the left appears to be in a state of surprise or shock her mouth slightly agape and eyes wide. The man beside her seems to be speaking or reacting to something his expression one of concern or urgency. In the background two men in traditional attire observe the scene their postures suggesting they are part of an important event or conversation.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/GandikotaRahasyam/shot_01867/frame_00009.jpg,0
No the image does not have foreground blur. The background appears to be slightly out of focus but the foreground is clear.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OndChanceKodi/shot_01567/frame_00001.jpg,0
Foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/GarudaDhwaja/shot_02383/frame_00002.jpg,0
The lighting condition appears to be artificial as the image does not show natural light sources like sunlight. The shot type is a Close Up focusing on the baby and the hands adjusting the clothing.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Filhaal/shot_01414/frame_00002.jpg,0
The image features an Indian man and woman standing in front of a building. The man appears to be speaking or shouting as his mouth is open wide while the woman looks on with a concerned expression. She is dressed in traditional attire including a saree and a necklace.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PoovaThalaya/shot_00474/frame_00003.jpg,0
The image shows a person walking down a long straight road flanked by trees on both sides. The individual appears to be moving at a steady pace and their posture suggests they are focused on their path ahead. The lighting indicates it might be either early morning or late afternoon as the sky has a soft diffused light.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AnaganagaOkaRoju/shot_00607/frame_00001.jpg,0
Yes there is foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AndhraHendthi/shot_02058/frame_00004.jpg,0
Foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/HuliHejje/shot_00499/frame_00007.jpg,0
artificial. medium shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BadavaraBandhu/shot_01514/frame_00001.jpg,0
The background appears to be an indoor setting possibly a room within a building. The walls are made of wood and there is a sign on the wall that seems to have some text on it. There is a table in the foreground with various items on it including what looks like papers and possibly a radio or some other device. The person standing on the left side of the image is holding something in their hand while the person sitting on the right side appears to be looking at them. The overall composition suggests a casual interaction between the two individuals possibly in a home or office environment. There are no visible vehicles landmarks or other significant elements in the background.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Peddannayya/shot_01173/frame_00001.jpg,0
The image shows two individuals partially hidden behind a green partition. One person appears to be peeking over the top of the partition while the other is positioned further back also partially obscured by the partition. The setting seems to be indoors possibly in a public space like a restaurant or a waiting area.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/RahasyaPolice/shot_00248/frame_00001.jpg,0
The lighting condition in the image is natural as it appears to be daytime with sunlight illuminating the scene. The shot type is Long Shot capturing a wide view of the building and its surroundings.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KathaSangama/shot_00069/frame_00003.jpg,0
The person in the image appears to be an Indian man dressed in a plaid shirt holding a glass in his hand. His facial expression seems contemplative or possibly distressed as he rests his head on one hand. The setting suggests a dimly lit environment likely a bar or a similar social venue.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AakasameHaddu/shot_00054/frame_00003.jpg,0
The lighting condition in the image appears to be artificial as it seems to be indoors with controlled lighting. The shot type is a Medium Shot focusing on two individuals standing in what looks like a room with decorative elements.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Kinnerasani/shot_00128/frame_00007.jpg,0
